,Name,category,country,num_episodes,aired,watchers,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url,sid,num_reviews
14,nobody knows,Drama,South Korea,16.0,2020,13108,8.5,3393,"Kim Seo Hyung,Ryu Deok Hwan,Park Hoon,Ahn Ji Ho,Min Jin Woong,Kang Ye Won","Thriller,Mystery,Drama,Melodrama "," Strong Female Lead,Smart Female Lead,Unusual Friendship,Murder,Death,Strong Friendship,Guilt,Calm Female Lead,Serial Killer,Trauma  ","Detective Young Jin, from the regional investigation unit, has only one thing on her mind: to catch the 'Stigmata' serial killer that murdered her friend 19 years ago. She carries guilt and trauma over the event. She has no friends and lives alone. Her downstairs neighbors son, Eun Ho, has built a relationship with her ever since she moved above their apartment. He does menial house chores for her. One day Eun Ho, seems to have fallen off the roof of their apartment building and left in a coma. Young Jin senses foul play and decides to take it upon herself to get to the bottom of it. With the help of Eun Hos homeroom teacher, Sun Woo, the both begin to uncover that Eun Hos injuries were no accident.",https://i.mydramalist.com/B3yVzc.jpg?v=1,26121.0,1424.0
15,flower of evil,Drama,South Korea,16.0,2020,66980,9.1,30491,"Lee Joon Gi,Moon Chae Won,Jang Hee Jin,Seo Hyun Woo,Nam Ki Ae,Son Jong Hak","Thriller,Romance,Crime,Melodrama "," Married Couple,Deception,Family Secret,Suspense,Smart Female Lead,Hidden Personality,Antisocial Personality Disorder,Serial Killer,Investigation,Psychopath  ","Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life and a successful career. He is a loving husband and doting father to his young daughter. But his perfect façade begins to crumble when his wife, Cha Ji Won, a homicide detective, begins investigating a string of serial murders from 15 years ago. Ji Won notices changes in Hee Sungs behavior and begins to wonder if he could possibly be hiding something from her.",https://i.mydramalist.com/WAEAp_4c.jpg?v=1,31163.0,5621.0
16,project s: skate our souls,Drama,Thailand,8.0,2017,3917,8.6,1437,"James Teeradon Supapunpinyo,Pat Chayanit Chansangavej,Toni Rakkaen,Praew Narupornkamol Chaisang,Tom Phollawat Manuprasert,Jasper Dohrs","Psychological,Youth,Drama,Sports "," Skaters,Depression,Mental Health,Psychology,Self-harm,Father-Son Relationship,Suicide,Doctor Female Lead,Skateboarding,High School  ","Boo, a student whose grades aren't promising, knows well that he falls short of his father's standards. Quietly, Boo has been suffering from depression for a long time.  He doesn't eat or sleep well and has no friends, no one to turn to; he self-harms.  When he finds himself unexpectedly coaxed to try skateboarding, his dispair is momentarily lifted. On the day he first resolves to commit suicide, it's the sight of his expropriated board that pulls him back from the edge. He can't let his father know that he's hanging out with skateboarders, though, nor that he's been skipping school. Can Boo overcome depression without support?",https://i.mydramalist.com/ReywVc.jpg?v=1,17992.0,409.0
17,go go squid!,Drama,China,41.0,2019,36693,8.5,18013,"Yang Zi,Li Xian,Hu Yi Tian,Lee Hong Chi,Li Ze Feng,Chen Xi Jun","Comedy,Romance,Sports "," Love At First Sight,Female Chases Male First,Cold Man/Warm Woman,Dream,Smart Male Lead,Fluffy,Teamwork,Rivalry,Adapted From A Novel,Older Man/Younger Woman  ","Han Shang Yan, a former legend in the CTF cyber-security esports world, had long retired to set up his own esports club, K&K, to train a group of young teenage boys as professional esports athletes. One evening, after a K&K loss at a CTF competition, Han Shang Yan walks into an internet cafe to cool off. 

A computer science genius and part-time online singer, Tong Nian had been helping her cousin man his internet cafe one evening when Han Shang Yan walks in and she immediately falls for him at first sight. Usually brave, outgoing, and having tens of thousands of followers from singing covers online, she finds herself wanting to get close to him and makes several clumsy attempts to do so.  

A further series of coincidences and misunderstandings throw the both of them together and, as Han Shang Yan slowly starts to soften towards her, Tong Nian also finds herself getting involved in K&K's activities and the world of professional esports, even uncovering the past about Han Shang Yan and the reason for his sudden retirement from the esports world.",https://i.mydramalist.com/RAVooc.jpg?v=1,20324.0,4386.0
18,kingdom season 2,Drama,South Korea,6.0,2020,28484,8.9,17417,"Joo Ji Hoon,Bae Doo Na,Kim Sung Gyu,Ryu Seung Ryong,Kim  Sang Ho,Jun Suk Ho","Thriller,Historical,Horror,Supernatural "," Zombies,Corruption,Strong Male Lead,Gore,Strong Female Lead,Power Struggle,Smart Female Lead,Death,Palace Politics,Greed  ","Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne.",https://i.mydramalist.com/2qelVc.jpg?v=1,24100.0,3090.0
19,i hear your voice,Drama,South Korea,18.0,2013,75911,8.5,38323,"Lee Jong Suk,Lee Bo Young,Yoon Sang Hyun,Lee Da Hee,Jung Woong In,Yoon Joo Sang","Mystery,Law,Romance,Supernatural "," Special Power,Revenge,Smart Female Lead,Trauma,Strong Female Lead,Older Woman/Younger Man,Male Chases Female First,Mind Reading,Love Triangle,Cohabitation  ","Jang Hye Sung, a bold, sassy, thick-faced, comical, and a materialistic public defender who becomes a lawyer after overcoming poverty and painful memories from her childhood, comes to realization about society and justice after meeting Park Soo Ha, a 19-year-old boy who reads other peoples thoughts and Cha Kwan Woo, an innocent lawyer who lives a disciplined life. Jang Hye Sung is actually Soo Ha's first love after she gave a decisive testimony on his father's murder case 10 years ago and Soo Ha promised to protect her from the killer's threats. Meanwhile, Cha Kwan Woo is Jang Hye Sung's fellow lawyer, a cheerful and an idealistic former cop even though his character is a bit slow, he is nice and pleasant with a firm idea of his principles and justice. Together they will team up to find the justice in the courtroom and solve the toughest cases with less than 1% chance of winning.",https://i.mydramalist.com/MK62Xc.jpg?v=1,6439.0,7176.0
20,mother,Drama,Japan,11.0,2010,9567,8.6,2408,"Matsuyuki Yasuko,Ashida Mana,Ono Machiko,Ayano Go,Yamamoto  Koji,Tanaka Minoru","Thriller,Drama,Family "," Kidnapping,Motherhood,Child Abuse,Female Centered Plot,Tearjerker,Mother-Daughter Relationship,Strong Female Lead,Amnesia,Suspense,Alzheimer's Disease  ","Elementary school teacher Suzuhara Nao decides to abduct Michiki Rena, one of her female students, after discovering that she is being abused by her mother. Fleeing Hokkaido to Tokyo, the two experience various events together along the way, with Nao serving as a substitute mother and Rena finally experiencing familial love for the first time.",https://i.mydramalist.com/v8gnD_4c.jpg?v=1,310.0,614.0
21,mr. sunshine,Drama,South Korea,24.0,2018,47815,8.9,17069,"Lee Byung Hun,Kim Tae Ri,Kim Min Jung,Yoo Yeon Seok,Byun Yo Han,Kim Gab Soo","Military,Historical,Romance,Melodrama "," Independent Female Lead,Strong Male Lead,Strong Female Lead,Smart Male Lead,Bromance,Soldier,Foreigner,Rebellion,Japanese Colonial Rule,Sismance  ","Mr. Sunshine centers on a young boy born into a house servant's family and travels to the United States during the 1871 Shinmiyangyo (U.S. expedition to Korea). He returns to his homeland later as a U.S. marine officer. He meets and falls in love with an aristocrats daughter. At the same time, he discovers a plot by foreign forces to colonize Korea.",https://i.mydramalist.com/vKrdW_4c.jpg?v=1,17435.0,3705.0
22,one and only,Drama,China,24.0,2021,9353,8.7,3811,"Ren Jia Lun,Bai Lu,Wang Xing Yue,Li Yi Ru,Su Meng Yun,Wu Man Si","Historical,Romance,Wuxia "," Master-Student Relationship,Older Man/Younger Woman,Arranged Marriage,Difficult Childhood,Master/Disciple Relationship,Hardworking Male Lead,Lovers Separated,Tearjerker,Slight Romance,Forbidden Love  ","Zhou Sheng Chen was raised by his brother, the Emperor, until the age of thirteen, when he set out to defend the border and establish himself as a loyal and accomplished general. Cui Shi Yi, the well-read daughter of an esteemed family, has been betrothed to the Crown Prince since birth. However, political scheming and tragic events result in Cui Shi Yi falling mute, her former fiance becoming a child Emperor, and Zhou Sheng Chen returning to the capital amidst a cloud of political turmoil. 

Against the Cui family's protests, the Empress Dowager Regent changes the terms of Cui Shi Yi's betrothal. Her new fiance is the Emperor's sickly, young companion and the future Crown Prince, if he can survive long enough to come of age. Zhou Sheng Chen accepts Cui Shi Yi as his disciple to resolve lingering animosity between the royal family and the Cui family, and Cui Shi Yi suddenly finds herself leaving her sheltered life in the capital for Zhou Manor in the Western State.

Despite their differences as a mute and sheltered young noblewoman from the capital and a battle-hardened general, Zhou Sheng Chen and Cui Shi Yi soon form a strong bond as master and disciple. However, their relationship is impeded by their respective principles and responsibilities, while the ongoing power struggle in the palace constantly threatens to entangle them both once more.",https://i.mydramalist.com/BLrkR_4c.jpg?v=1,33968.0,1392.0
23,love destiny,Drama,Thailand,15.0,2018,5372,8.5,2608,"Bella Ranee Campen,Pope Thanawat Wattanaputi,Punjan Kawin Imanothai,Prang Kannarun Wongkajornklai,Susie Susira Nanna,Louis Scott","Historical,Comedy,Romance,Supernatural "," Sassy Female Lead,Time Travel,Transmigration,Soulmates,Fated Love,Eccentric Female Lead,Reincarnation,Strong Female Lead,Nice Male Lead,Hidden Identity  ","This is a story where karma, merit, love destiny and a moon mantra combine to fling Kadesurang, a chubby archaeologist, into the body of another woman during the Ayutthaya era (300 years earlier).  

In the past, the cruel and selfish Karakade was betrothed to Date, a man who despises her wickedness and prefers a kinder woman. In a fit of jealousy, Karakade tries to kill her rival, but a servant dies instead. While Karakade is suspected, her murderous intentions cant be confirmed. So Date and his dad perform a sacred ritual to punish the killer. At this pivotal moment, Karakade dies and her spirit is replaced by Kadesurang's.

After Kadesurang wakes up in Karakade's body, she is insanely curious to experience the historical context she studied. Everyone around her is confused. She acts like a completely different person: someone who has forgotten basic manners and speaks strangely, someone who suddenly wants to make merit and cares about those around her. How will the household and Karakades fiancée  respond to Karakades newly emerged optimism and responsibility coupled with such odd mannerisms? And how will Kadesurang (now Karakade) navigate this patriarchal society swirling with political unrest?",https://i.mydramalist.com/w2bVgc.jpg?v=1,17122.0,983.0
24,strangers from hell,Drama,South Korea,10.0,2019,39448,8.7,16920,"Im Si Wan,Lee Dong Wook,Lee Jung Eun,Ahn Eun Jin,Park Jong Hwan,Lee Joong Ok","Thriller,Horror,Psychological,Drama "," Adapted From A Webtoon,Murder,PTSD,Gaslighting,Mental Illness,Mental Torment,Hostel,Trauma,Torture,Psychopath  ","Yoon Jong Woo is a young guy in his 20s who moves from the countryside to Seoul after his college friend, Jae Ho, offers him a job. While looking for a place to live, he stumbles upon Eden Gosiwon, a cheap hostel that shares the kitchen and bathroom with other residents. He is not thrilled about the quality of the place or the other abnormal residents, such as his next-door neighbor Seo Moon Jo, a charismatic dentist. Nevertheless, Jong Woo decides to put up with it for 6 months until he saves enough money to move out. However, mysterious events start occurring in the apartment, causing Jong Woo to begin fearing the apartment's residents.",https://i.mydramalist.com/4p2vdc.jpg?v=1,24817.0,2893.0
25,a tale of thousand stars,Drama,Thailand,10.0,2021,25964,8.6,14850,"Mix Sahaphap Wongratch,Earth Pirapat Watthanasetsiri,Aye Sarunchana Apisamaimongkol,Nammon Krittanai Arsalprakit,Khaotung Thanawat Ratanakitpaisan,White Nawat Phumphothingam","Romance,Drama "," Hardworking Male Lead,Rural Life,Heart Transplant,Character Development,Strong Male Lead,Second Chance,Adapted From A Novel,Gay Romance,LGBTQ+,Organ Transplantation  ","After a volunteer teacher dies in a tragic accident, her heart is transplanted into Tian. He learns about his donors life through a series of diary entries that reveal her secrets and interests. Included is her promise to count a thousand stars with Chief Forest Officer Phupha. 
Tian decides to follow in her footsteps and fulfill her promise.  Now a new volunteer teacher himself, Tian attempts to befriend Phupha, who initially gives him the cold shoulder. 
As the two slowly grow closer, Tian notices his new heart beats quickly whenever he's near the officer. Much  like the hearts previous owner, Tian cannot help but fall for Phupha. Treading on  dangerous ground,  can he still go through with the thousand-star promise?",https://i.mydramalist.com/jYl8b_4c.jpg?v=1,29549.0,2418.0
26,life on mars,Drama,South Korea,16.0,2018,22214,8.8,8113,"Jung Kyung Ho,Park Sung Woong,Go Ah Sung,Oh Dae Hwan,Noh Jong Hyun,Jun Suk Ho","Action,Mystery,Psychological,Comedy "," 1980s,Police Procedural,Bromance,Calm Male Lead,Smart Male Lead,Strong Friendship,Hallucination,Strong Female Lead,Serial Killer,Coma  ","As leader of a crime investigation team, Han Tae Joo has propelled his career and risen through the ranks by trusting data over all else. One day, while investigating a serial murder case, he has an accident. When he wakes up, he suddenly finds himself in the winter of 1988. He doesn't know why, but he's now a detective appointed to work at a police station in a small city. To get back to the present day, Han Tae Joo tries to solve the case.",https://i.mydramalist.com/DX4Yzc.jpg?v=1,19893.0,2645.0
27,"arthdal chronicles part 2: the sky turning inside out, rising land",Drama,South Korea,6.0,2019,17706,8.7,9319,"Song Joong Ki,Kim Ji Won,Jang Dong Gun,Kim Ok Bin,Jo Sung Ha,Park Hae Joon","Historical,Romance,Fantasy,Political "," Twins,War,Power Struggle,Slavery,Good Twin/Evil Twin,Strong Female Lead,Revenge,Character Development,Sibling,Father-Daughter Relationship  ","Ta Gon has now become the most powerful man in Arthdal. He has an affectionate relationship only with Taealha, the daughter of the rival Hae Tribe, because of their shared ambitions.

Sa Ya has been kept confined into a tower because he is an Igutu, a hybrid between a Saram and Nweantal. Ta Gon chose to spare Sa Yas life as a baby, in the wars that wiped out all the Nweantals and brought him back to Arthdal. His relationship with Sa Ya is complicated as Igutus are hated in Arthdal. Tae Al Ha has helped Ta Gon raise him.

Tan Ya, in an attempt to escape from the fortress of fire, where she and her tribe were held as hostages, she goes into a room.  This room looks exactly like what EunSeom had described as in his dreams. There she sees a boy that looks just like Eun Seom. 

What will happen after Sa Ya, who longs to escape his tower, and Tan Ya, who yearns for revenge against Arthdal, meet for the first time?",https://i.mydramalist.com/6o4N2c.jpg?v=1,25967.0,2633.0
28,nirvana in fire,Drama,China,54.0,2015,19375,9.1,6692,"Hu Ge,Liu Tao,Wang Kai,Chen Long,Victor Huang,Ding Yong Dai","Historical,Wuxia,Drama,Political "," Smart Male Lead,Power Struggle,Tragic Past,Hidden Identity,Scheme,Childhood Friends,Political Intrigue,Revenge,Bromance,Sword-fight  ","In sixth-century China, Emperor Xiaoxuan of Southern Liang orders the unjust execution of his brother-in-law General Lin Xie, alongside the Lin family, his 70,000 army soldiers, and Crown Prince Qi. Secretly surviving the massacre is Lin Xie's son, Lin Shu, who undergoes medical treatment that changes his appearance entirely and leaves him in a weakened state, unable to perform martial arts again. Lin Shu changes his name to Mei Chang Su and later becomes the chief of the pugilist world and establishes the Jiangzuo Alliance.

Twelve years later, Lin Shu returns to the capital with a secret plan after being sought after by Prince Yu and Prince Xian during their fight for the throne. He decides to covertly assist Prince Jing, the unfavoured son of the Emperor, and wisely rids the court of all scheming officials.",https://i.mydramalist.com/kV54dc.jpg?v=1,8203.0,1471.0
29,reply 1997,Drama,South Korea,16.0,2012,65463,8.5,32834,"Jung Eun Ji,Seo In Guk,Hoya,Shin So Yool,Eun Ji Won,Lee Si Eon","Comedy,Romance,Life,Family "," Childhood Friends,High School,1990s,Strong Friendship,First Love,Best Friends,Friends To Lovers,Bromance,Love Square,Unrequited Love  ","Set in the 1990's, the drama centers around a female high school student Shi Won, who idolizes boyband H.O.T and her 5 high school friends in Busan. As the timeline moves back and forth between their past as 18-year-old high schoolers in 1997 and their present as 33-year-olds at their high school reunion dinner in 2012, where one couple will announce that they're getting married.",https://i.mydramalist.com/2DNbwc.jpg?v=1,4422.0,5796.0
30,missing: the other side,Drama,South Korea,12.0,2020,8863,8.6,3491,"Go Soo,Heo Joon Ho,Ahn So Hee,Ha Joon,Seo Eun Soo,Song Geon Hee","Thriller,Mystery,Supernatural "," Con Artist,Ghost-seeing Male Lead,Spirit,Missing Person,Detective,Hacker,Bromance,Social Justice,Righteous Male Lead,Death  ","A village holds spirits of missing, deceased people. A search to find the missing bodies and discover the truth behind their disappearance occurs.

Kim Wook is a smooth talker and a good-looking man. He commits fraud to make a living. One day, he happens to arrive at Duon Village, where the missing dead gather. He soon faces numerous mysteries.

Jang Pan Seok is a mysterious figure. He secretly looks for missing people. He is the connection between Duon Village and the outside world. He becomes a fraud partner with Kim Wook and he solves cases.

Lee Jong Ah is Kim Wook's supporter. She is a white hat hacker out to gain social justice. She works as a low-ranking public officer at a community center as her day job.

Shin Joon Ho is an elite detective. One month prior to his wedding, his fiancée Choi Yeo Na disappears. To find her, he applies for the missing person squad.

(Sources: AsianWiki & Mydramalist)",https://i.mydramalist.com/wzXQN_4c.jpg?v=1,30635.0,1927.0
31,ancient love poetry,Drama,China,49.0,2021,10650,8.6,4261,"Zhou Dong Yu,Xu Kai,Jenny Zhang,Liu Xue Yi,Li Ze Feng,Leon Lai","Historical,Romance,Wuxia,Fantasy "," Deity,Immortal,Xianxia,Reincarnation,Adapted From A Novel,Nice Male Lead,Cold Man/Warm Woman,Bromance,Action,Strong Female Lead  ","As the only true immortal who possesses pure essence energy, Shang Gu has spent countless lifetimes acting as the head of the four true immortals of the ancient world. The four most powerful beings in existence, these true immortals have become gods in the eyes of the mortals who constantly beseech them for help. 

When commoners encounter difficulties, they will prey to the Gods, but what if Gods meet obstacles? It tells the deep love and hardship between two of the four true Gods, Bai Jue and Shang Gu.",https://i.mydramalist.com/x1v0X_4c.jpg?v=1,32522.0,1371.0
32,battle of changsha,Drama,China,32.0,2014,6321,8.6,1911,"Yang Zi,Wallace Huo,Ren Cheng Wei,Niu Jun Feng,Zuo  Xiao Qing,Gao Xin","Historical,Romance,Family,War "," Tearjerker,Strong Female Lead,World War 2,Death,Older Man/Younger Woman,Adapted From A Novel,Nice Male Lead,Lovers Separated,Character Development,Soldier  ","Battle of Changsha retells the turbulent events of the second Sino-Japanese War from the perspective of the Hu family, particularly through the eyes of a 16-year-old girl named Xiang Xiang and her twin brother, Xiao Man.
Gu Qing Ming is a strict Intelligence Officer in the Nationalist Army from a prominent political family. The feisty fun-loving Xiang Xiang and the arrogant Gu Qing Ming start off on bad terms, however, their romance blossoms as they constantly bump into each other.

~~ Adapted from the novel by the same name by Que Que.",https://i.mydramalist.com/PnWY0c.jpg?v=1,5218.0,753.0
33,the devil judge,Drama,South Korea,16.0,2021,31129,8.8,11505,"Ji Sung,Kim Min Jung,Park Jin Young,Park Gyu Young,Jeon Chae Eun,Kim Jae Kyung","Mystery,Law,Crime,Drama "," Judge,Tough Past,Dystopia,Antihero,Bromance,Hardworking Male Lead,Courtroom,Corruption,Strong Female Lead,Mysterious Male Lead  ","Set in a dystopian version of present-day Korea where daily life is chaos and society has collapsed to the point that people openly voice their distrust and hatred for their leaders. In this world bereft of law and order, Head Trial Judge Kang signals the need for change. His courtroom is the subject of a reality show where he mercilessly punishes the guilty, earning him the ""Devil Judge"" nickname. As a divisive figure with an aura of mystery that belies his true identity and ambitions, the public is unsure whether he is a true hero or someone, knowingly sowing the seeds of discontent in his courtroom. 

A bitter rivalry has taken shape between the ""Devil Judge"" and the highly ambitious Jung Sun Ah, who has risen from poverty to become a corporate social responsibility foundation director. Into this turbulent world enter two childhood friends on a quest for true justice: rookie Judge Kim Ga On and Police Officer Yoon Soo Hyun. Do they have what it takes to challenge both the scheming Jung Sun Ah and the notorious ""Devil Judge""?",https://i.mydramalist.com/XJL7Z_4c.jpg?v=1,33449.0,3189.0
34,hospital playlist season 2,Drama,South Korea,12.0,2021,30325,9.1,14059,"Jo Jung Suk,Yoo Yeon Seok,Jung Kyung Ho,Kim Dae Myung,Jeon Mi Do,Shin Hyun Bin","Friendship,Romance,Life,Medical "," Workplace,Strong Friendship,Best Friends,Multiple Mains,Band,Music,Strong Female Lead,Multiple Couples,Comedy,Hospital  ","Everyday is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",https://i.mydramalist.com/dKY0d_4c.jpg?v=1,31790.0,3357.0
35,beautiful world,Drama,South Korea,16.0,2019,8096,8.5,2529,"Park Hee Soon ,Choo Ja Hyun,Oh Man Suk,Cho Yeo Jung,Nam  Da Reum ,Kim Hwan Hee","Life,School,Family,Melodrama "," School Bullying,Family Relationship,Coma,Tearjerker,Sibling,Student,Psychopath,High School,Married Couple,Strong Female Lead  ","This drama is about a boy on the edge of life and death, and his family's quest to find the truth.  Amidst the lies and secrets, mistrust and pain, the family looks for hope in this crazy world.  Mu Jin, is a teacher and a father. His wife, In Ha, runs 'Ho Ho Bakery' and they have a 9th-grade son and an 8th-grade daughter.  For the sake of their kids' education, they move to a different neighborhood. One day, at their new competitive school, Sun Ho gets into an accident, causing him to become brain dead.  The father and mother, filled with great guilt and rage because of the accident, investigate to find out what happened to cause the accident.  Su Ho, Sun Ho's baby sister, also sets out on her own to find out the truth behind her brother's accident.",https://i.mydramalist.com/ErXmQc.jpg?v=1,24350.0,987.0
36,avengers social club,Drama,South Korea,12.0,2017,12803,8.6,4841,"Lee Yo Won,Ra Mi Ran,Myung Se Bin,Lee Jun Young,Choi Byung Mo,Jang Yong","Friendship,Comedy,Life,Drama "," Revenge,Sismance,Female Centered Plot,Strong Female Lead,Healing,Smart Male Lead,Mother-Son Relationship,Mother-Daughter Relationship,Tragic Past,Cheating  ","Features three women from different walks of life coming together for revenge: a middle-aged fish store owner who envisioned a better life for herself, a housewife, and an heiress who was raised like a delicate greenhouse flower. Theyre an unlikely trio who would never otherwise meet, but they join forces to carry out their individual revenge. Although they start out as co-conspirators, along the way theyll build a strong friendship.

~~Adapted from the webtoon of the same title by Sajatokki",https://i.mydramalist.com/EDwzbc.jpg?v=1,17803.0,1958.0
37,eternal love of dream,Drama,China,56.0,2020,17206,8.6,7207,"Dilraba Dilmurat,Gao Wei Guang,Li Dong Heng,Lawrence Wang,Yuan Yu Xuan,Fan Zhi Xin","Historical,Romance,Wuxia,Fantasy "," Xianxia,Adapted From A Novel,Female Chases Male First,Cold Man/Warm Woman,Older Man/Younger Woman,God,Nine-tailed Fox,Immortal,Sword-fight,Age Gap  ","Queen of Qing Qiu, Bai Feng Jiu, is the only red nine-tailed fox in the world. One day, Feng Jiu is attacked by a savage beast while seeking cultivation in the mountains and is saved by the first emperor of Heaven, Dong Hua. Grateful and feeling indebted, Feng Jiu accompanies Dong Hua to vanquish the Demon Lord.
As the two spend time together, Feng Jiu realizes her gratitude towards Dong Hua has slowly evolved into love. Unfortunately, Dong Hua has long forgotten what love is. Although the coldest hearts can melt with time, will countless lifetimes be sufficient to bring these two hearts together?",https://i.mydramalist.com/eVR3nc.jpg?v=1,19412.0,1780.0
38,stranger season 2,Drama,South Korea,16.0,2020,14360,8.6,6441,"Jo Seung Woo,Bae Doo Na,Jeon Hye Jin,Choi Moo Sung,Lee Joon Hyuk,Yoon Se Ah","Thriller,Mystery,Law,Drama "," Corruption,Calm Male Lead,Smart Male Lead,Suspense,Emotional Blunting,Power Struggle,Strong Female Lead,Strong Male Lead,Policewoman,Alexithymia  ","The prosecutor's office and the police find themselves on opposing sides. The prosecutors, including elite prosecutor Woo Tae Ha, want discretionary power over investigations. Meanwhile, the police, including Choi Bit, tries to get complete investigative authority that is independent of the prosecutor's office.
Under this tense situation, Prosecutor Hwang Shi Mok and Detective Han Yeo Jin chase after the truth in a hidden case.",https://i.mydramalist.com/BgddV_4c.jpg?v=1,20228.0,1812.0
39,taxi driver,Drama,South Korea,16.0,2021,27072,8.8,11203,"Lee Je Hoon,Esom,Kim Eui Sung,Pyo Ye Jin,Cha Ji Yeon,Jang Hyuk Jin","Action,Thriller,Mystery,Drama "," Adapted From A Webtoon,Taxi,Strong Male Lead,Investigation,Secret Organization,Smart Female Lead,Taxi Driver,Antihero,Calm Male Lead,Strong Female Lead  ","Do Gi has lived more honestly than anyone else as an officer in the Special Forces. Yet, when a serial killer murders his mother, he spends his days in agony. While feeling wronged and broken, Do Gi meets Jang Sung Chul, who recruits Do Gi to work for his company, Rainbow Taxi. Far from an ordinary taxi service, Rainbow Taxi is a secret organization that avenges victims whom the law didnt protect. Here, Do Gi becomes a star driver who delivers satisfying revenge. Meanwhile, Ha Na is a prosecutor who investigates Rainbow Taxi. She is furious with their lawless behavior, but at the same time, she feels confused to see them solve cases that the law cannot. Between those who believe that revenge embodies true justice and those who pursue the outlaws, Do Gi seeks what justice truly means.",https://i.mydramalist.com/2Bkww_4c.jpg?v=1,30568.0,3550.0
40,eternal love,Drama,China,58.0,2017,33402,8.9,15847,"Yang Mi,Mark Chao,Gao Wei Guang,Dilraba Dilmurat,Ken Chang,Maggie Huang","Historical,Romance,Wuxia,Fantasy "," Male Chases Female First,Deity,Second Chance,Xianxia,Strong Male Lead,Strong Female Lead,Fate,Steamy Kiss,Older Woman/Younger Man,Adapted From A Novel  ","The Nine-tailed Fox Bai Qian, the youngest daughter of the Fox King, is brought to Kunlun Mountain to become a disciple of the God of War, Mo Yuan. While studying there, a war breaks out that leads to Mo Yuan sacrificing his life to seal a demon lord.

Seventy thousand years later, Bai Qian attempts to also sacrifice herself to re-seal the demon lord but is instead thrown to the mortal realm where she loses all her memories and divine power. Living alone on a remote mountain, Bai Qian saves Crown Prince Ye Hua of the Nine Heavens, who is actually her fiancé in Heaven and greatly resembles the late Mo Yuan. The two start falling in love, not knowing the true identity of the other person and their love tribulation that involves them meeting in three different lives and three worlds.",https://i.mydramalist.com/2ZlLE_4c.jpg?v=1,13672.0,3232.0
41,the untamed,Drama,China,50.0,2019,61954,9.1,30974,"Xiao Zhan,Wang Yi Bo,Wang Zhuo Cheng,Xuan Lu,Liu Hai Kuan,Zhu Zan Jin","Historical,Mystery,Wuxia,Fantasy "," Adapted From A Novel,Playful Male Lead,Censored Adaptation Of Same-sex Original Work,Strong Male Lead,Tragic Past,Smart Male Lead,Flashback To Past,Bromance,Power Struggle,Traditional Chinese Music  ","Wei Wu Xian and Lan Wang Ji, two talented disciples of respected clans, meet during cultivation training and accidentally discover a secret carefully hidden for many years. Taking on the legacy of their ancestors, they decide to rid the world of the ominous threat. But in a dramatic turn of events, Wei Wu Xian dies.

Sixteen years later, Wei Wu Xian is brought back to life through a self-sacrificing ritual. He conceals himself behind a mask and assumes the identity of his summoner. Soon, Wei Wu Xian reunites with Lan Wang Ji and they start working together to solve the mysteries of the present and unravel the truth behind the events in the past.",https://i.mydramalist.com/qOrz5c.jpg?v=1,21457.0,3549.0
42,kairos,Drama,South Korea,16.0,2020,13499,8.5,4339,"Shin Sung Rok,Lee Se Young,Ahn Bo Hyun,Nam Gyu Ri,Kang Seung Yoon,Jo Dong In","Action,Thriller,Drama,Sci-Fi "," Time Altering,Past And Present,Hardworking Male Lead,Smart Male Lead,Family Secret,Rich Male Lead,Betrayal,Gaslighting,Different Timelines,Successful Male Lead  ","Living a precarious life as a part-timer at a convenience store, Ae Ri strives to support her mother who is on a waiting list for a heart transplant. Unfortunately, her mothers worsened physical condition leads her to forgo the long-awaited opportunity for the transplant, and just like that her mother disappears. Things were already chaotic enough for Ae Ri when she receives a phone call from a strange man claiming to be from the same world but 31 days in the future. Ironically, he desperately asks Ae Ri for help. Seo Jin, a father and a husband of a close-knit family, has been living a successful life as the youngest person to become a director at a construction company. One day, it all crumbles down with the kidnapping of his daughter and his wifes suicide. On the verge of breaking down, he is given an opportunity to restore everything that was lost under one condition, help from a strange woman. To bring his daughter and wife back to life, he makes a phone call as the clock strikes 10:33.",https://i.mydramalist.com/EN4Wz_4c.jpg?v=1,32154.0,1786.0
